COUNTY,TX_SIGNED_HIGHWAY_RDBD_ID,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Galveston,SH0275 R,14.39,33.51,1.59,1984.48,1986.07
Galveston,SL0197 K,70.2,99.57,2.68,11208.01,9102.96
Galveston,SS0197 K,51.47,100.0,2.1,5516.5,
Garza,FM2008 K,73.0,100.0,1.73,8.0,16.0
Garza,SS0575 K,1.0,100.0,0.1,2576.0,2144.0
Garza,US0084 K,74.37,74.37,4.05,11070.46,1489.16
Garza,US0084 L,55.17,59.67,3.68,4750.0,152.33
Garza,US0084 R,58.5,58.5,4.37,4750.0,152.33
Glasscock,SH0158 K,51.34,97.29,2.38,6377.87,20.0
Gray,BI0040HL,20.01,80.01,1.4,231.2,407.84
Gray,BI0040HR,48.25,75.55,1.95,208.23,324.55
Gray,IH0040 L,76.27,80.6,3.32,6515.34,1627.7
Gray,IH0040 R,74.51,81.01,3.2,6518.27,1692.27
Gray,SL0271 K,75.67,100.0,1.77,74.33,
Gray,US0060 K,100.0,100.0,3.77,6300.97,37.0
Grayson,BU0377BK,30.3,31.1,2.87,1458.37,124.07
Grayson,BU0377CK,67.3,98.82,1.64,308.53,0.77
Grayson,BU0377DK,27.07,51.07,1.44,190.0,57.64
Grayson,FM0120 K,56.46,95.54,2.52,13212.77,469.52
Grayson,FM0121 K,100.0,100.0,3.83,8441.0,15575.79
Grayson,FM0121 L,96.59,98.05,3.1,3500.52,1927.84
Grayson,FM0121 R,97.33,97.64,3.25,3501.24,1934.01
Grayson,FM0151 K,2.18,2.43,2.01,1997.16,63.56
Grayson,FM0691 K,94.7,94.7,3.6,5697.59,2048.22
Grayson,FM0691 L,100.0,100.0,3.52,2951.39,1928.62
Grayson,FM0691 R,97.17,97.17,3.63,2951.36,1922.76
Grayson,FM1417 K,50.0,100.0,2.35,10238.0,104.0
Grayson,SH0091 L,34.03,53.34,2.44,7193.81,2121.69
Grayson,SH0091 R,35.93,76.96,2.25,6234.33,1195.69
Grayson,SS0503 L,67.14,84.41,2.88,5635.25,1246.05
Grayson,SS0503 R,73.07,89.8,2.89,5745.32,1222.62
Grayson,US0069 K,57.93,81.21,2.76,7908.83,2052.55
Grayson,US0069 L,63.56,87.9,2.41,15267.45,43.05
Grayson,US0069 R,50.24,87.72,2.32,15256.54,43.79
Grayson,US0069 X,100.0,100.0,3.43,1618.54,1015.37
Grayson,US0075 A,22.02,29.92,2.64,3254.35,1879.32
Grayson,US0075 L,90.88,92.44,3.4,14628.65,782.48
Grayson,US0075 R,57.83,59.9,3.18,14622.75,781.18
Grayson,US0075 X,20.64,28.71,2.49,3540.52,1810.39
Grayson,US0082 A,44.46,89.0,1.75,1543.75,2079.95
Grayson,US0082 L,72.11,87.63,2.93,8602.53,1641.53
Grayson,US0082 R,70.19,89.74,2.83,8976.4,1705.01
Grayson,US0082 X,44.45,97.38,1.57,1519.87,2004.94
Gregg,FM1844 K,1.0,95.33,0.75,4078.19,16.28
Gregg,FM2087 K,37.5,100.0,1.6,2725.5,
Gregg,FM2767 K,0.0,0.0,2.75,930.0,686.5
Gregg,IH0020 L,81.56,87.59,3.53,15295.17,2640.91
Gregg,IH0020 R,66.04,71.57,3.68,15185.5,2565.92
Gregg,SH0300 K,13.5,81.25,1.45,11488.5,41.5
Gregg,SH0322 K,87.83,100.0,3.06,16915.4,2.66
Gregg,SL0281 A,100.0,100.0,2.63,99.0,1565.0
Gregg,SL0281 K,99.84,100.0,3.86,15451.53,1139.31
Gregg,SL0281 L,100.0,100.0,3.92,9333.42,4336.38
Gregg,SL0281 R,100.0,100.0,3.89,9333.42,4336.38
Gregg,SL0281 X,100.0,100.0,2.99,99.0,1623.5
Gregg,SS0063 K,94.59,99.5,3.29,18253.5,371.18
Gregg,US0259 L,100.0,100.0,3.55,3669.0,29.14
Grimes,FM1774 K,19.0,100.0,1.6,5908.0,
Guadalupe,IH0010 A,54.33,100.0,2.41,4229.05,759.01
Guadalupe,IH0035 L,,,2.96,66763.0,284.0
Guadalupe,IH0035 R,,,3.07,66763.0,284.0
Hale,BI0027UK,81.5,81.5,2.95,2205.83,270.33
Hale,BI0027UL,66.16,77.02,2.95,1571.18,72.84
Hale,BI0027UR,68.92,80.04,3.03,1447.63,70.82
Hale,IH0027 A,43.0,100.0,2.2,3642.0,67.0
Hale,IH0027 L,90.07,90.43,3.81,5469.66,526.57
Hale,IH0027 R,89.84,90.22,3.89,5473.38,526.89
Hall,FM1547 K,58.9,100.0,1.81,419.96,2854.62
Hall,US0287 K,81.57,88.58,3.18,10710.99,2794.74
Hall,US0287 R,,,3.41,4792.0,374.0
Hardeman,US0287 K,77.01,89.72,3.18,12194.35,873.79
Hardin,FM0770 K,51.09,99.76,1.66,3212.42,418.59
Hardin,SH0105 K,42.91,68.3,2.58,7050.85,1097.33
Hardin,SH0326 L,50.33,75.91,2.48,3527.26,3079.97
Hardin,SH0326 R,20.98,67.97,1.64,3526.45,3087.39
Hardin,SH0327 L,76.63,89.59,3.11,4585.7,928.61
Hardin,SH0327 R,61.39,83.45,2.65,4585.93,964.12
Hardin,US0069 L,79.21,97.12,3.38,22003.6,3082.09
Hardin,US0069 R,73.72,96.93,3.12,22641.46,3115.92
Hardin,US0096 A,99.5,99.5,3.55,2983.75,1561.76
Hardin,US0096 L,90.44,94.58,3.47,8208.36,2192.82
Hardin,US0096 R,94.06,98.03,3.49,6871.85,2230.21
Hardin,US0096 X,78.33,96.33,2.79,3085.67,1057.17
Harris,BF1960AK,57.67,100.0,2.47,11653.17,2618.0
Harris,BS0146DK,38.52,85.26,1.94,11974.8,21.7
Harris,BS0146EL,89.3,93.99,3.49,8912.52,1335.59
Harris,BS0146ER,60.89,94.12,2.44,8837.54,1582.39
Harris,BS0249BK,72.29,91.03,2.66,14917.48,4071.28
Harris,BS0249BL,59.13,74.12,2.62,11787.0,1351.31
Harris,BS0249BR,79.08,97.24,2.73,11834.21,1339.0
Harris,BU0090UK,61.46,94.52,2.28,10911.46,324.55
Harris,FM0270 A,0.0,100.0,0.0,99.0,0.0
Harris,FM0270 K,99.64,99.99,3.27,26686.8,0.24
Harris,FM0270 L,99.33,100.0,3.23,12512.33,0.0
Harris,FM0270 R,66.67,100.0,2.6,12512.33,0.0
Harris,FM0270 X,0.0,100.0,0.0,99.0,0.0
Harris,FM0521 A,77.46,77.46,2.62,99.0,
Harris,FM0521 K,90.88,96.78,3.25,18724.99,2469.35
Harris,FM0521 L,73.24,88.39,3.09,10575.87,450.56
Harris,FM0521 R,79.35,97.94,2.9,10068.79,348.9
Harris,FM0521 X,100.0,100.0,2.78,99.0,
Harris,FM0525 K,15.57,62.66,1.31,25587.87,9.31
Harris,FM0525 L,21.47,91.14,1.71,9453.54,153.06
Harris,FM0525 R,21.33,100.0,1.67,9454.63,153.29
Harris,FM0526 K,61.54,100.0,2.56,16823.08,33.92
Harris,FM0526 L,75.94,93.38,2.87,6735.6,347.64
Harris,FM0526 R,81.29,99.96,2.96,7649.26,651.66
Harris,FM0528 K,92.65,98.17,3.53,30978.01,16.95
Harris,FM0528 L,70.76,100.0,2.57,17596.8,39.0
Harris,FM0528 R,79.41,100.0,2.82,17596.8,39.0
Harris,FM0529 K,93.05,98.05,3.31,30890.73,615.66
Harris,FM0529 L,87.63,97.43,3.14,17955.53,270.18
Harris,FM0529 R,83.12,97.22,3.01,18026.53,265.61
Harris,FM0865 K,92.2,92.29,3.71,21098.69,17.18
Harris,FM0865 L,94.78,99.98,3.43,9902.91,1214.82
Harris,FM0865 R,87.24,95.6,3.2,9874.08,1237.11
Harris,FM1092 K,32.92,78.47,1.73,33390.32,2401.13
Harris,FM1093 L,63.67,79.66,2.96,16462.65,1659.21
Harris,FM1093 R,65.32,84.44,2.83,16367.43,1638.57
Harris,FM1876 K,100.0,100.0,3.69,6671.43,3354.71
Harris,FM1876 L,22.84,99.85,0.98,6795.11,0.1
Harris,FM1876 R,13.62,95.43,0.93,6795.17,0.32
Harris,FM1942 K,47.81,94.52,2.03,18484.74,5.15
Harris,FM1959 K,50.69,83.35,2.4,22543.27,0.29
Harris,FM1960 A,50.59,96.4,2.21,17615.21,529.88
Harris,FM1960 K,82.63,90.05,3.23,44867.19,1183.01
Harris,FM1960 L,70.99,95.35,2.71,23324.48,758.45
Harris,FM1960 R,81.02,93.66,3.06,23315.85,755.7
Harris,FM1960 X,58.06,91.75,2.29,18070.61,608.93
Harris,FM2100 A,46.0,92.82,1.63,1158.71,359.1
Harris,FM2100 K,63.45,99.67,2.76,23623.18,1025.04
Harris,FM2100 L,43.0,100.0,2.2,10734.0,0.0
Harris,FM2100 R,0.0,100.0,0.0,10734.0,0.0
Harris,FM2100 X,19.94,85.48,1.13,1040.14,349.38
Harris,FM2351 K,50.85,81.32,2.39,21922.06,0.0
Harris,FM2351 L,94.42,96.79,3.43,13426.36,1124.79
Harris,FM2351 R,89.62,97.6,3.22,13427.31,1124.98
Harris,FM2553 K,53.84,99.63,2.37,4827.99,8.18
Harris,FM2920 K,89.97,100.0,3.47,47058.78,371.27
Harris,FM2978 K,87.76,95.4,3.47,18706.09,57.23
Harris,FM2978 L,87.03,99.19,3.28,9498.93,28.7
Harris,FM2978 R,78.69,99.05,3.01,9498.18,28.7
Harris,FS0525 K,63.48,96.43,2.6,17186.09,0.0
Harris,IH0010 A,65.13,79.2,2.75,14015.51,1718.06
Harris,IH0010 L,82.32,88.88,3.36,77050.18,2155.57
Harris,IH0010 R,82.2,88.0,3.39,77562.81,2132.12
Harris,IH0010 X,65.03,78.02,2.82,13643.06,1776.29
Harris,IH0045 A,72.27,87.31,2.92,14208.46,1559.43
Harris,IH0045 L,86.99,93.48,3.48,100567.73,1609.67
Harris,IH0045 R,87.48,94.13,3.44,101082.27,1576.48
Harris,IH0045 X,68.91,86.68,2.85,15840.23,1521.04
Harris,IH0069 A,64.2,91.78,2.49,14902.15,1459.15
Harris,IH0069 L,87.67,96.62,3.31,95687.49,1093.88
Harris,IH0069 R,91.13,97.23,3.46,98489.87,1014.98
Harris,IH0069 X,62.1,89.21,2.51,13957.55,1197.17
Harris,IH0610 A,39.57,64.76,2.31,9202.82,2412.67
Harris,IH0610 L,78.39,84.1,3.31,82520.63,2319.85
Harris,IH0610 R,76.82,82.83,3.33,82473.8,2332.19
Harris,IH0610 X,41.88,64.97,2.33,10007.08,2538.89
Harris,SH0003 L,3.17,41.15,0.67,9317.66,5.07
Harris,SH0003 R,1.27,60.83,0.59,9303.38,5.06
Harris,SH0006 A,62.45,79.2,2.57,11871.33,7645.59
Harris,SH0006 K,65.03,78.04,2.99,45026.53,2837.67
Harris,SH0006 L,76.76,98.21,2.85,28667.76,9887.8
Harris,SH0006 R,85.83,99.37,3.02,28850.96,9208.69
Harris,SH0006 X,58.46,91.66,2.33,11027.7,8414.78
Harris,SH0035 A,33.35,99.98,0.83,502.91,1.69
Harris,SH0035 K,59.02,81.09,2.7,26904.61,6337.33
Harris,SH0035 L,20.35,98.51,1.01,9139.52,55.15
Harris,SH0035 R,23.56,88.59,1.7,9074.06,39.03
Harris,SH0099 A,94.05,98.34,3.39,11307.99,295.14
Harris,SH0099 K,59.42,85.04,2.54,14439.84,5346.6
Harris,SH0099 L,93.54,97.33,3.79,19389.5,383.78
Harris,SH0099 R,93.79,97.37,3.82,19516.35,466.2
Harris,SH0099 X,89.99,96.93,3.26,7049.24,288.59
Harris,SH0146 A,70.89,84.21,2.72,1799.76,2137.02
Harris,SH0146 K,54.57,71.63,2.86,38940.59,1810.34
Harris,SH0146 L,76.62,87.79,3.04,22916.82,1896.95
Harris,SH0146 R,80.69,88.65,3.13,23031.31,1917.9
Harris,SH0146 X,69.54,82.99,2.64,1789.05,2182.14
Harris,SH0225 A,59.59,71.63,2.82,4164.28,2964.2
Harris,SH0225 L,64.46,79.7,2.98,39491.78,3009.44
Harris,SH0225 R,68.57,82.55,3.0,40004.21,3031.63
Harris,SH0225 X,57.33,68.93,2.88,4099.09,2896.6
Harris,SH0249 A,86.21,96.54,3.16,13756.22,440.91
Harris,SH0249 K,92.39,97.27,3.48,42035.42,738.0
Harris,SH0249 L,95.56,97.11,3.57,33655.21,526.68
Harris,SH0249 R,95.65,98.37,3.57,33654.19,529.74
Harris,SH0249 X,84.53,97.76,2.95,14819.46,435.52
Harris,SH0288 A,48.39,52.41,2.5,380.76,2727.99
Harris,SH0288 L,52.4,94.59,2.18,68897.01,2561.77
Harris,SH0288 R,76.82,92.34,3.02,68721.75,2437.54
Harris,SH0288 X,20.2,56.11,1.39,370.5,2483.73
Harris,SHNASA A,52.2,95.68,2.0,5899.62,911.66
Harris,SHNASA K,58.37,91.32,2.28,39690.02,15.46
Harris,SHNASA L,99.89,99.99,3.94,13174.74,66.58
Harris,SHNASA R,95.42,96.81,3.3,13176.68,66.58
Harris,SHNASA X,66.9,96.92,2.33,7205.33,1151.18
Harris,SL0008 A,83.67,92.6,3.03,13338.07,1899.89
Harris,SL0008 K,0.56,99.93,0.02,2273.2,0.0
Harris,SL0008 L,87.83,99.26,3.08,12628.9,12.42
Harris,SL0008 R,85.6,99.41,2.99,12635.21,12.31
Harris,SL0008 X,95.03,97.92,3.31,14104.08,1893.49
Harris,SL0201 A,88.29,98.88,3.23,1314.61,0.0
Harris,SL0201 L,99.42,99.88,3.53,7407.37,0.0
Harris,SL0201 R,92.5,99.83,3.53,7405.47,0.0
Harris,SL0201 X,91.02,99.77,2.84,924.88,0.0
Harris,SL0494 K,50.48,100.0,2.14,12574.85,9660.83
Harris,SL0494 L,79.48,97.75,2.86,5136.59,5448.0
Harris,SL0494 R,65.06,91.71,2.67,5128.54,5448.0
Harris,SS0005 A,70.77,84.8,2.75,4275.52,722.49
Harris,SS0005 L,66.56,98.1,2.6,14470.49,263.25
Harris,SS0005 R,58.39,96.73,2.44,14043.6,335.44
Harris,SS0005 X,86.42,98.61,2.8,4754.15,409.66
Harris,SS0261 K,42.15,81.58,2.2,26425.95,0.0
Harris,SS0261 L,44.43,94.43,1.87,14643.5,0.0
Harris,SS0261 R,73.75,99.2,2.63,14643.42,0.0
Harris,SS0330 A,92.21,95.88,3.3,5702.45,908.66
Harris,SS0330 L,9.96,19.39,2.06,13449.17,10.13
Harris,SS0330 R,37.07,99.79,2.04,13024.89,27.54
Harris,SS0330 X,86.12,94.02,3.14,5116.54,996.96
Harris,SS0527 A,97.7,99.09,2.75,181.29,799.49
Harris,SS0527 L,36.52,91.85,1.55,31257.75,1.75
Harris,SS0527 R,7.87,62.51,1.05,31046.15,1.85
Harris,SS0527 X,25.9,84.77,0.86,2512.2,1.96
Harris,SS0548 K,58.5,91.67,2.45,58752.5,0.0
Harris,SS0548 L,62.63,94.57,2.58,29360.07,28.49
Harris,SS0548 R,61.99,92.85,2.59,29116.1,27.13
Harris,UA0090 A,70.69,92.36,2.52,3565.44,139.3
Harris,UA0090 K,20.68,96.25,1.49,23009.25,74.66
Harris,UA0090 L,69.99,92.48,2.8,26103.81,162.1
Harris,UA0090 R,71.21,94.66,2.79,26442.1,165.49
Harris,UA0090 X,78.98,93.41,2.74,4264.38,117.27
Harris,US0059 A,61.42,86.42,2.46,9691.14,1580.29
Harris,US0059 L,80.48,92.25,3.09,96839.12,1484.07
Harris,US0059 R,80.94,92.24,3.11,96616.62,1484.08
Harris,US0059 X,70.7,85.96,2.73,9112.79,1343.55
Harris,US0090 A,73.48,83.9,3.05,2848.32,583.02
Harris,US0090 K,89.62,100.0,3.21,15813.02,621.51
Harris,US0090 L,88.65,92.53,3.57,13369.86,798.42
Harris,US0090 R,77.08,84.39,3.32,11322.38,854.18
Harris,US0090 X,62.94,80.14,2.78,1878.35,544.76
Harris,US0290 A,75.15,89.45,2.95,13788.64,1616.41
Harris,US0290 K,99.93,99.93,4.06,44426.0,201.8
Harris,US0290 L,85.54,92.53,3.49,59025.46,1359.45
Harris,US0290 R,84.07,90.75,3.5,58473.09,1355.74
Harris,US0290 X,77.83,91.33,3.08,14529.44,1531.75
Harrison,FM0134 K,52.0,95.92,1.63,1185.67,1683.25
Harrison,FM0450 K,59.3,100.0,2.61,3804.93,11909.15
Harrison,IH0020 A,60.04,96.34,1.52,286.01,1112.51
Harrison,SH0043 K,60.86,80.04,2.74,11101.52,6063.26
Harrison,SL0281 L,61.25,100.0,2.53,10276.0,666.86
Harrison,SL0281 R,77.43,100.0,2.83,9621.71,894.0
Harrison,SS0156 K,41.33,72.22,2.39,4944.94,0.0
Harrison,US0059 K,40.51,86.27,2.26,22180.43,7020.99
Harrison,US0080 K,17.0,74.0,1.73,21735.0,798.0
Hartley,US0087 K,99.81,100.0,3.88,11383.78,3055.19
Hays,RM0012 K,,,2.98,11960.0,118464.0
Hemphill,FM2388 K,,100.0,0.1,2049.0,133.0
Hemphill,US0060 K,87.2,95.7,3.37,6180.0,2938.0
Henderson,BU0175GK,80.39,100.0,2.89,6189.55,23.43
Henderson,BU0175GL,15.22,93.69,1.51,3959.07,8.53
Henderson,BU0175GR,1.0,1.0,1.73,3959.07,8.53
Henderson,FM0315 K,,,3.28,3499.0,2500.0
Henderson,FM0317 K,75.64,99.73,2.86,8293.99,683.69
Henderson,SH0031 K,79.98,96.33,3.08,11578.15,4576.01
Henderson,SH0031 R,94.0,100.0,3.07,3694.0,11095.0
Henderson,SH0155 K,100.0,100.0,3.63,12004.11,591.85
Henderson,SH0198 K,90.86,93.03,3.44,16558.81,1043.74
Henderson,SH0198 L,100.0,100.0,3.54,4266.17,20.31
Henderson,SH0198 R,92.34,100.0,3.36,4542.36,215.64
Henderson,SH0334 K,79.89,97.68,2.89,18994.58,397.93
Henderson,US0175 A,100.0,100.0,3.08,99.0,3781.48
Henderson,US0175 K,97.64,99.03,3.74,12455.02,1370.3
Henderson,US0175 L,63.33,95.2,2.42,4173.44,1959.76
Henderson,US0175 R,83.24,99.76,2.84,4175.71,1949.68
Hidalgo,BU0281WL,68.0,100.0,2.65,9050.0,
Hidalgo,FM0490 K,5.0,41.0,0.9,1474.0,6113.0
Hidalgo,FM1015 K,30.5,99.0,1.9,20481.0,0.0
Hidalgo,FM1016 K,15.28,94.84,0.63,11268.33,14.96
Hidalgo,FM1925 K,24.14,97.21,1.7,21344.08,1889.91
Hidalgo,FM2812 K,61.66,99.5,2.53,8310.77,210.99
Hidalgo,IH0002 R,,,3.52,30056.0,12811.0
Hidalgo,IH0069CA,90.0,100.0,2.5,1964.0,
Hidalgo,IH0069CX,100.0,100.0,2.5,453.0,
Hidalgo,SH0107 K,26.67,99.83,1.5,17023.54,16.99
Hidalgo,SH0186 K,23.46,92.31,1.08,3462.65,0.08
Hidalgo,SH0336 R,83.67,100.0,3.19,7009.67,153.0
Hidalgo,SS0115 L,,,2.87,12007.0,1969.5
Hidalgo,SS0115 R,,,2.65,12007.0,1969.5
Hidalgo,SS0433 K,0.51,99.5,0.45,11751.5,4.5
Hidalgo,SS0600 K,17.39,99.92,1.01,15838.95,357.48
Hidalgo,UP0281 A,56.5,97.0,2.49,5829.0,12.5
Hidalgo,UP0281 K,85.7,100.0,3.38,15680.92,74.03
Hidalgo,UP0281 L,71.0,92.0,3.2,8414.5,12.0
Hidalgo,UP0281 R,81.0,100.0,3.34,8414.5,12.0
Hidalgo,UP0281 X,69.5,100.0,2.79,5835.5,12.5
Hidalgo,US0281 K,2.0,100.0,0.95,8549.0,2085.0
Hidalgo,US0281 L,89.0,100.0,2.99,8613.5,183.0
Hidalgo,US0281 R,82.0,100.0,2.81,8613.5,183.0
Hill,FM1242 K,36.33,89.33,1.67,1538.33,400.0
Hill,FM2959 K,82.0,100.0,2.03,462.5,2955.5
Hill,IH0035 A,75.82,89.35,2.64,2783.6,1298.29
Hill,IH0035 L,88.25,88.29,3.91,29860.99,692.47
Hill,IH0035 R,94.39,94.5,3.96,29534.24,1002.85
Hill,IH0035 X,61.25,87.35,2.32,2698.38,1105.33
Hill,IH0035EL,98.66,99.58,3.94,16544.73,172.63
Hill,IH0035ER,100.0,100.0,4.18,17378.0,230.0
Hill,SH0022 K,41.98,91.72,2.19,11628.63,7879.97
Hill,SH0081 K,63.0,100.0,2.08,1547.0,248.0
Hill,SH0081 L,80.66,86.89,2.64,2178.29,2569.69
Hill,SH0081 R,79.04,88.38,2.55,2155.36,2530.9
Hill,SH0081 X,86.82,86.82,2.85,68.65,160.84
Hill,SS0579 L,68.77,93.9,2.24,1710.74,314.38
Hill,SS0579 R,89.16,99.68,2.79,1576.82,493.07
Hopkins,FM0499 K,16.88,26.92,1.96,484.23,360.45
Hopkins,IH0030 A,100.0,100.0,3.78,2016.33,4100.67
Hopkins,IH0030 L,56.19,58.22,3.62,13263.03,3791.47
Hopkins,IH0030 R,50.86,51.65,3.67,13531.0,3963.21
Hopkins,IH0030 X,86.96,86.96,3.36,2122.35,4437.25
Hopkins,SH0011 K,72.11,83.26,3.0,9051.42,3745.64
Hopkins,SH0019 K,90.72,98.51,3.13,8230.66,1816.12
Houston,SH0007 K,34.0,94.0,2.25,4242.25,706.47
Houston,SH0021 K,100.0,100.0,3.02,2670.76,1596.75
Houston,SL0304 K,48.71,89.41,2.26,5344.97,10328.18
Howard,SH0350 K,22.0,100.0,1.7,6569.0,86.0
Howard,US0087 K,37.0,87.0,2.19,17952.0,1192.0
Hudspeth,BI0010CK,40.5,40.5,3.5,484.5,167.5
Hudspeth,IH0010 L,90.53,90.66,3.96,7236.1,796.54
Hudspeth,IH0010 R,95.01,95.47,3.98,7230.97,795.95
Hunt,BU0067TL,65.74,83.4,2.38,1507.89,664.82
Hunt,BU0067TR,69.98,85.6,2.39,1520.18,674.61
Hunt,FM1903 K,69.0,100.0,2.15,2383.5,451.5
Hunt,IH0030 A,76.25,80.5,2.98,4467.5,1259.0
Hunt,IH0030 L,67.39,69.76,3.32,23455.18,3113.23
Hunt,IH0030 R,100.0,100.0,4.15,22772.11,2299.36
Hunt,IH0030 X,100.0,100.0,3.46,1243.75,1243.75
Hunt,SH0034 K,57.0,91.5,2.54,19929.5,744.0
Hunt,SH0034 L,87.5,100.0,2.47,3054.5,123.5
Hunt,SH0034 R,47.44,100.0,1.8,4971.57,916.43
Hunt,SH0276 K,,,3.39,5308.0,25.49
Hunt,SS0302 K,71.69,100.0,2.7,4636.84,307.0
Hunt,SS0302 L,81.57,95.78,2.4,1875.77,289.48
Hunt,SS0302 R,78.77,99.41,2.22,1873.27,289.46
Hunt,US0069 K,74.75,83.68,3.39,18625.82,6638.72
Hunt,US0069 L,60.16,79.15,2.8,7715.64,2067.3
Hunt,US0069 R,59.58,86.08,2.65,7704.39,1836.82
Hunt,US0380 K,99.94,100.0,3.95,9734.42,6.14
Hunt,US0380 R,99.69,100.0,3.53,6388.02,619.12
Jackson,SH0111 K,36.25,74.75,1.68,8525.0,6459.5
Jackson,SL0521 K,40.25,95.5,1.6,2079.5,101.25
Jackson,US0059 A,13.56,43.66,1.25,256.23,3909.21
Jackson,US0059 X,31.45,65.46,1.42,350.01,3071.31
Jasper,BU0096EK,45.5,100.0,1.65,1552.0,
Jasper,FM0105 K,90.67,100.0,3.13,8273.17,2316.67
Jasper,FM0776 K,1.03,74.73,0.15,1962.65,0.04
Jasper,FM2245 K,1.0,100.0,0.1,559.0,
Jasper,FM2246 K,98.25,98.25,3.8,4447.25,295.5
Jasper,US0096 A,41.18,95.08,1.44,3191.24,1162.09
Jasper,US0096 K,85.48,87.69,3.72,10595.15,1205.43
Jasper,US0096 L,85.24,88.66,3.59,4870.55,1264.24
Jasper,US0096 R,92.8,97.14,3.6,4977.49,1057.56
Jasper,US0096 X,37.43,92.21,1.38,2457.82,1200.88
Jasper,US0190 K,,,3.2,3974.0,5948.0
Jeff Davis,IH0010 L,96.92,96.95,4.03,6584.22,461.74
Jeff Davis,IH0010 R,99.93,99.97,4.01,6590.28,475.18
Jefferson,FM0364 K,93.26,98.59,3.57,13915.86,2683.35
Jefferson,FM0364 L,96.0,100.0,3.12,3588.0,1427.0
Jefferson,FM0364 R,98.0,100.0,3.19,3588.0,1435.0
Jefferson,FM0365 K,48.95,92.78,2.29,13436.14,853.33
Jefferson,FM0366 K,67.51,89.05,2.76,12903.99,7387.38
Jefferson,FM0366 L,21.56,53.86,1.75,6450.69,329.71
Jefferson,FM0366 R,21.9,51.6,2.01,6450.64,320.26
Jefferson,FM0823 K,78.0,100.0,2.3,4700.0,0.0
Jefferson,FM3514 L,77.11,100.0,2.32,1272.41,6.0
Jefferson,FM3514 R,68.02,100.0,2.15,1265.26,6.0
Jefferson,IH0010 A,46.42,72.69,2.24,4026.41,1956.07
Jefferson,IH0010 L,75.61,95.49,2.97,43270.19,2376.92
Jefferson,IH0010 R,78.26,93.13,3.07,43649.09,2423.59
Jefferson,IH0010 X,42.32,67.89,2.13,3881.68,1833.92
Jefferson,SH0073 A,22.35,28.12,2.56,2305.45,1197.71
Jefferson,SH0073 L,22.33,33.96,2.87,13388.46,837.24
Jefferson,SH0073 R,28.21,38.36,2.95,13614.17,833.37
Jefferson,SH0073 X,22.03,39.62,2.09,1927.89,1835.43
Jefferson,SH0082 K,59.61,89.47,2.48,5803.72,1753.69
Jefferson,SH0087 K,3.61,4.81,2.38,5790.83,2704.65
Jefferson,SH0087 R,26.91,57.67,2.18,10201.54,5805.11
Jefferson,SH0105 K,85.19,95.52,3.24,14787.42,732.42
Jefferson,SH0347 K,31.84,65.88,2.22,19151.77,3914.59
Jefferson,SH0347 L,27.11,51.53,2.41,10577.47,2042.6
Jefferson,SH0347 R,31.12,57.69,2.42,10567.85,2030.74
Jefferson,SS0093 K,23.11,99.99,1.24,7431.94,13.34
Jefferson,SS0136 K,59.14,77.86,2.4,2101.35,2075.98
Jefferson,SS0215 K,12.7,94.46,0.75,10004.7,3.48
Jefferson,SS0215 L,6.21,45.41,1.86,4909.95,0.1
Jefferson,SS0215 R,14.6,52.4,1.52,4909.97,0.1
Jefferson,SS0380 A,32.86,62.6,1.36,1777.31,662.09
Jefferson,SS0380 K,97.22,99.1,4.69,6886.12,162.25
Jefferson,SS0380 L,34.52,99.46,1.63,11884.49,14.31
Jefferson,SS0380 R,30.1,93.38,1.48,11883.91,14.33
Jefferson,SS0380 X,19.05,62.98,1.14,3263.16,765.76
Jefferson,US0069 A,44.16,57.71,2.39,5665.97,3174.96
Jefferson,US0069 L,50.23,66.47,2.77,23054.73,2305.4
Jefferson,US0069 R,48.46,62.22,2.78,22581.89,2179.95
Jefferson,US0069 X,38.69,60.23,2.22,4920.3,3379.36
Jefferson,US0090 A,7.0,26.0,0.9,49.0,0.0
Jefferson,US0090 K,63.22,89.45,2.61,29748.07,1840.09
Jefferson,US0090 L,29.52,73.03,1.98,10304.17,1593.17
Jefferson,US0090 R,55.91,70.45,2.87,5525.03,1957.7
Jefferson,US0090 X,40.57,52.14,1.79,28.86,89.5
Johnson,BI0035VR,100.0,100.0,3.7,2435.0,11.05
Johnson,BU0067MK,55.98,93.52,2.5,17554.45,2388.14
Johnson,BU0067ML,88.94,100.0,2.98,4131.73,3403.97
Johnson,BU0067MR,67.37,98.05,2.66,4347.26,380.28
Johnson,FM0731 L,87.45,97.45,3.06,5568.08,752.91
Johnson,FM0731 R,84.82,96.27,3.01,5559.02,720.49
Johnson,FM0917 L,98.35,98.35,4.0,5784.44,3039.34
Johnson,FM0917 R,99.77,99.77,4.06,5783.09,3040.73
Johnson,IH0035WL,89.89,90.04,3.75,15105.87,3258.34
Johnson,IH0035WR,90.36,91.93,3.66,15442.01,3403.47
Johnson,SH0171 K,14.0,38.0,2.1,14364.0,900.0
Johnson,SH0174 A,0.0,89.62,0.0,167.88,530.5
Johnson,SH0174 L,45.27,81.29,2.05,18508.55,1081.25
